time;SSE;E;S;W;SSW;EW
20210126:0910;133.77;112.8;122.62;60.48;102.28;86.64
20210126:1010;364.24;246.57;346.68;82.54;294.77;164.555
20210126:1110;276.86;186.23;279.02;144.99;260.93;165.61
20210126:1210;322.7;167.53;342.64;198.74;334.45;183.135
20210126:1310;299.9;102.72;341.72;232.42;351.87;167.57
20210126:1410;361.93;33.21;490.65;383.94;551.85;208.575
20210126:1510;149.85;17.21;283.93;303.08;366.06;160.145
20210126:1610;0;0;0;0;0;0
20210126:1710;0;0;0;0;0;0
20210126:1810;0;0;0;0;0;0
20210126:1910;0;0;0;0;0;0
20210126:2010;0;0;0;0;0;0
20210126:2110;0;0;0;0;0;0
20210126:2210;0;0;0;0;0;0
20210126:2310;0;0;0;0;0;0
20210127:0010;0;0;0;0;0;0
20210127:0110;0;0;0;0;0;0
20210127:0210;0;0;0;0;0;0
20210127:0310;0;0;0;0;0;0
20210127:0410;0;0;0;0;0;0
20210127:0510;0;0;0;0;0;0
20210127:0610;0;0;0;0;0;0
20210127:0710;0;0;0;0;0;0
20210127:0810;27.74;26.24;24.27;14.66;19.25;20.45
20210127:0910;119.24;102.56;110.25;59.45;93.91;81.005
20210127:1010;46.84;46.84;46.84;46.84;46.84;46.84
20210127:1110;87.55;86.01;87.58;85.31;87.27;85.66
20210127:1210;45.74;45.74;45.74;45.74;45.74;45.74
20210127:1310;27.88;27.88;27.88;27.88;27.88;27.88
20210127:1410;62.91;54.69;64.66;63.21;65.54;58.95
20210127:1510;44.78;29.3;58.28;60.35;67;44.825
20210127:1610;0;0;0;0;0;0
20210127:1710;0;0;0;0;0;0
20210127:1810;0;0;0;0;0;0
20210127:1910;0;0;0;0;0;0
20210127:2010;0;0;0;0;0;0
20210127:2110;0;0;0;0;0;0
20210127:2210;0;0;0;0;0;0
20210127:2310;0;0;0;0;0;0
20210128:0010;0;0;0;0;0;0
20210128:0110;0;0;0;0;0;0
20210128:0210;0;0;0;0;0;0
20210128:0310;0;0;0;0;0;0
20210128:0410;0;0;0;0;0;0
20210128:0510;0;0;0;0;0;0
20210128:0610;0;0;0;0;0;0
20210128:0710;0;0;0;0;0;0
20210128:0810;3.78;3.78;3.78;3.34;3.78;3.56
20210128:0910;12.61;12.61;12.61;11.52;12.61;12.065
20210128:1010;10.52;10.52;10.52;10.52;10.52;10.52
20210128:1110;27.84;27.84;27.84;27.84;27.84;27.84
20210128:1210;31.63;31.63;31.63;31.63;31.63;31.63
20210128:1310;55.53;55.53;55.53;55.53;55.53;55.53
20210128:1410;34.67;32.1;34.67;34.67;34.67;33.385
20210128:1510;142.85;19.31;265.98;284.94;342.43;152.125
20210128:1610;0;0;0;0;0;0
20210128:1710;0;0;0;0;0;0
20210128:1810;0;0;0;0;0;0
20210128:1910;0;0;0;0;0;0
20210128:2010;0;0;0;0;0;0
20210128:2110;0;0;0;0;0;0
20210128:2210;0;0;0;0;0;0
20210128:2310;0;0;0;0;0;0
20210129:0010;0;0;0;0;0;0
20210129:0110;0;0;0;0;0;0
20210129:0210;0;0;0;0;0;0
20210129:0310;0;0;0;0;0;0
20210129:0410;0;0;0;0;0;0
20210129:0510;0;0;0;0;0;0
20210129:0610;0;0;0;0;0;0
20210129:0710;0;0;0;0;0;0
20210129:0810;126.77;114.17;95.47;20.17;50.36;67.17
20210129:0910;88.61;80.02;83.85;55.19;75.25;67.605
20210129:1010;116.93;105.22;115.07;88.91;109.77;97.065
20210129:1110;27.13;27.13;27.13;27.13;27.13;27.13
20210129:1210;581.88;189.86;628.85;270.5;609.22;230.18
20210129:1310;166.75;109.62;179.18;147.13;182.23;128.375
20210129:1410;76.69;62.01;80.96;77.47;83.1;69.74
20210129:1510;2.15;1.84;2.15;2.15;2.15;1.995
20210129:1610;0;0;0;0;0;0
20210129:1710;0;0;0;0;0;0
20210129:1810;0;0;0;0;0;0
20210129:1910;0;0;0;0;0;0
20210129:2010;0;0;0;0;0;0
20210129:2110;0;0;0;0;0;0
20210129:2210;0;0;0;0;0;0
20210129:2310;0;0;0;0;0;0
20210130:0010;0;0;0;0;0;0
20210130:0110;0;0;0;0;0;0
20210130:0210;0;0;0;0;0;0
20210130:0310;0;0;0;0;0;0
20210130:0410;0;0;0;0;0;0
20210130:0510;0;0;0;0;0;0
20210130:0610;0;0;0;0;0;0
20210130:0710;0;0;0;0;0;0
20210130:0810;6.19;6.19;6.19;5.57;6.19;5.88
20210130:0910;41.23;41.23;41.23;38.24;41.23;39.735
20210130:1010;129.43;115.19;127.14;95.04;120.65;105.115
20210130:1110;78.93;78.93;78.93;78.93;78.93;78.93
20210130:1210;150.3;126.23;153.45;130.89;152.12;128.56
20210130:1310;68.76;68.76;68.76;68.76;68.76;68.76
20210130:1410;25.46;23.49;25.46;25.46;25.46;24.475
20210130:1510;48.22;33.1;60.65;62.76;68.7;47.93
20210130:1610;0;0;0;0;0;0
20210130:1710;0;0;0;0;0;0
20210130:1810;0;0;0;0;0;0
20210130:1910;0;0;0;0;0;0
20210130:2010;0;0;0;0;0;0
20210130:2110;0;0;0;0;0;0
20210130:2210;0;0;0;0;0;0
20210130:2310;0;0;0;0;0;0
20210131:0010;0;0;0;0;0;0
20210131:0110;0;0;0;0;0;0
20210131:0210;0;0;0;0;0;0
20210131:0310;0;0;0;0;0;0
20210131:0410;0;0;0;0;0;0
20210131:0510;0;0;0;0;0;0
20210131:0610;0;0;0;0;0;0
20210131:0710;0;0;0;0;0;0
20210131:0810;12.47;12.47;12.47;11.38;12.47;11.925
20210131:0910;147.75;126.21;135.47;67.54;113.41;96.875
20210131:1010;82.9;80.46;82.51;76.97;81.39;78.715
20210131:1110;174.02;144.87;174.62;131.03;168.59;137.95
20210131:1210;207.12;149.86;214.57;160.93;211.4;155.395
20210131:1310;53.59;53.59;53.59;53.59;53.59;53.59
20210131:1410;232.79;75.1;294.97;244.91;325.65;160.005
20210131:1510;41.72;32.27;48.44;49.61;52.78;40.94
20210131:1610;0;0;0;0;0;0
20210131:1710;0;0;0;0;0;0
20210131:1810;0;0;0;0;0;0
20210131:1910;0;0;0;0;0;0
20210131:2010;0;0;0;0;0;0
20210131:2110;0;0;0;0;0;0
20210131:2210;0;0;0;0;0;0
20210131:2310;0;0;0;0;0;0
20210201:0010;0;0;0;0;0;0
20210201:0110;0;0;0;0;0;0
20210201:0210;0;0;0;0;0;0
20210201:0310;0;0;0;0;0;0
20210201:0410;0;0;0;0;0;0
20210201:0510;0;0;0;0;0;0
20210201:0610;0;0;0;0;0;0
20210201:0710;0;0;0;0;0;0
20210201:0810;14.9;14.9;14.9;13.65;14.9;14.275
20210201:0910;206.22;169.01;184.76;68.19;146;118.6
20210201:1010;162.83;138.07;158.75;101.95;147.33;120.01
20210201:1110;53.06;53.06;53.06;53.06;53.06;53.06
20210201:1210;88.53;86.87;88.75;87.19;88.66;87.03
20210201:1310;38.4;38.4;38.4;38.4;38.4;38.4
20210201:1410;14.8;13.56;14.8;14.8;14.8;14.18
20210201:1510;42.87;31.98;50.95;52.43;56.19;42.205
20210201:1610;0;0;0;0;0;0
20210201:1710;0;0;0;0;0;0
20210201:1810;0;0;0;0;0;0
20210201:1910;0;0;0;0;0;0
20210201:2010;0;0;0;0;0;0
20210201:2110;0;0;0;0;0;0
20210201:2210;0;0;0;0;0;0
20210201:2310;0;0;0;0;0;0
20210202:0010;0;0;0;0;0;0
20210202:0110;0;0;0;0;0;0
20210202:0210;0;0;0;0;0;0
20210202:0310;0;0;0;0;0;0
20210202:0410;0;0;0;0;0;0
20210202:0510;0;0;0;0;0;0
20210202:0610;0;0;0;0;0;0
20210202:0710;0;0;0;0;0;0
20210202:0810;143.61;131.6;108.97;24.67;59.06;78.135
20210202:0910;45.58;45.58;45.58;42.31;45.58;43.945
20210202:1010;114.13;105.75;112.73;93.46;108.84;99.605
20210202:1110;66.39;66.39;66.39;66.39;66.39;66.39
20210202:1210;79.45;79.45;79.45;79.45;79.45;79.45
20210202:1310;75.42;73.48;75.84;74.77;75.95;74.125
20210202:1410;135.65;80.19;156.31;139.92;166.72;110.055
20210202:1510;38.63;31.33;43.2;44.06;46.15;37.695
20210202:1610;0;0;0;0;0;0
20210202:1710;0;0;0;0;0;0
20210202:1810;0;0;0;0;0;0
20210202:1910;0;0;0;0;0;0
20210202:2010;0;0;0;0;0;0
20210202:2110;0;0;0;0;0;0
20210202:2210;0;0;0;0;0;0
20210202:2310;0;0;0;0;0;0
20210203:0010;0;0;0;0;0;0
20210203:0110;0;0;0;0;0;0
20210203:0210;0;0;0;0;0;0
20210203:0310;0;0;0;0;0;0
20210203:0410;0;0;0;0;0;0
20210203:0510;0;0;0;0;0;0
20210203:0610;0;0;0;0;0;0
20210203:0710;0;0;0;0;0;0
20210203:0810;0.75;0.75;0.75;0.56;0.75;0.655
20210203:0910;15.96;15.96;15.96;14.63;15.96;15.295
20210203:1010;122.68;112.12;120.89;96.45;115.95;104.285
20210203:1110;42.37;42.37;42.37;42.37;42.37;42.37
20210203:1210;68.27;68.27;68.27;68.27;68.27;68.27
20210203:1310;49.52;49.52;49.52;49.52;49.52;49.52
20210203:1410;100.88;74.34;109.6;102.74;114.01;88.54
20210203:1510;15.84;14.52;15.84;15.84;15.84;15.18
20210203:1610;0;0;0;0;0;0
20210203:1710;0;0;0;0;0;0
20210203:1810;0;0;0;0;0;0
20210203:1910;0;0;0;0;0;0
20210203:2010;0;0;0;0;0;0
20210203:2110;0;0;0;0;0;0
20210203:2210;0;0;0;0;0;0
20210203:2310;0;0;0;0;0;0
20210204:0010;0;0;0;0;0;0
20210204:0110;0;0;0;0;0;0
20210204:0210;0;0;0;0;0;0
20210204:0310;0;0;0;0;0;0
20210204:0410;0;0;0;0;0;0
20210204:0510;0;0;0;0;0;0
20210204:0610;0;0;0;0;0;0
20210204:0710;0;0;0;0;0;0
20210204:0810;327.98;300.25;240.07;17.68;107.84;158.965
20210204:0910;505.17;389.03;436.01;37.86;306.75;213.445
20210204:1010;607.89;396.65;573.48;39.15;475.3;217.9
20210204:1110;643.02;335.7;648;166.42;587.71;251.06
20210204:1210;648.23;222.37;696.88;310.63;676.07;266.5
20210204:1310;339.95;117.56;385.67;267.48;396.98;192.52
20210204:1410;296.4;67.61;382.37;315.8;424.48;191.705
20210204:1510;12.47;11.4;12.47;12.47;12.47;11.935
20210204:1610;0;0;0;0;0;0
20210204:1710;0;0;0;0;0;0
20210204:1810;0;0;0;0;0;0
20210204:1910;0;0;0;0;0;0
20210204:2010;0;0;0;0;0;0
20210204:2110;0;0;0;0;0;0
20210204:2210;0;0;0;0;0;0
20210204:2310;0;0;0;0;0;0
20210205:0010;0;0;0;0;0;0
20210205:0110;0;0;0;0;0;0
20210205:0210;0;0;0;0;0;0
20210205:0310;0;0;0;0;0;0
20210205:0410;0;0;0;0;0;0
20210205:0510;0;0;0;0;0;0
20210205:0610;0;0;0;0;0;0
20210205:0710;0;0;0;0;0;0
20210205:0810;19.1;19.1;19.1;17.56;19.1;18.33
20210205:0910;65.71;64.01;64.67;55.19;62.83;59.6
20210205:1010;111.74;105.06;110.58;94.89;107.42;99.975
20210205:1110;676.19;352.44;681.19;169.21;618.08;260.825
20210205:1210;610.07;219.89;655.14;300.06;635.8;259.975
20210205:1310;201.21;126.06;217.31;176.36;221.36;151.21
20210205:1410;19.34;17.79;19.34;19.34;19.34;18.565
20210205:1510;84.1;45.08;117.69;124.76;139.43;84.92
20210205:1610;0;0;0;0;0;0
20210205:1710;0;0;0;0;0;0
20210205:1810;0;0;0;0;0;0
20210205:1910;0;0;0;0;0;0
20210205:2010;0;0;0;0;0;0
20210205:2110;0;0;0;0;0;0
20210205:2210;0;0;0;0;0;0
20210205:2310;0;0;0;0;0;0
20210206:0010;0;0;0;0;0;0
20210206:0110;0;0;0;0;0;0
20210206:0210;0;0;0;0;0;0
20210206:0310;0;0;0;0;0;0
20210206:0410;0;0;0;0;0;0
20210206:0510;0;0;0;0;0;0
20210206:0610;0;0;0;0;0;0
20210206:0710;0;0;0;0;0;0
20210206:0810;176.4;164.06;134.17;29.67;73.07;96.865
20210206:0910;76.5;73.14;74.42;59.3;70.74;66.22
20210206:1010;227.99;183.72;220.23;114.75;199.16;149.235
20210206:1110;144.97;131.52;145.19;124.79;142.33;128.155
20210206:1210;91.6;90.06;91.8;90.36;91.71;90.21
20210206:1310;71.88;71.88;71.88;71.88;71.88;71.88
20210206:1410;36.75;34.05;36.75;36.75;36.75;35.4
20210206:1510;9.31;8.46;9.31;9.31;9.31;8.885
20210206:1610;0;0;0;0;0;0
20210206:1710;0;0;0;0;0;0
20210206:1810;0;0;0;0;0;0
20210206:1910;0;0;0;0;0;0
20210206:2010;0;0;0;0;0;0
20210206:2110;0;0;0;0;0;0
20210206:2210;0;0;0;0;0;0
20210206:2310;0;0;0;0;0;0
20210207:0010;0;0;0;0;0;0
20210207:0110;0;0;0;0;0;0
20210207:0210;0;0;0;0;0;0
20210207:0310;0;0;0;0;0;0
20210207:0410;0;0;0;0;0;0
20210207:0510;0;0;0;0;0;0
20210207:0610;0;0;0;0;0;0
20210207:0710;0;0;0;0;0;0
20210207:0810;11.47;11.47;11.47;10.46;11.47;10.965
20210207:0910;22.44;22.44;22.44;20.68;22.44;21.56
20210207:1010;31.06;31.06;31.06;31.06;31.06;31.06
20210207:1110;27.92;27.92;27.92;27.92;27.92;27.92
20210207:1210;43.97;43.97;43.97;43.97;43.97;43.97
20210207:1310;30.18;30.18;30.18;30.18;30.18;30.18
20210207:1410;10.11;9.2;10.11;10.11;10.11;9.655
20210207:1510;3.84;3.39;3.84;3.84;3.84;3.615
20210207:1610;0;0;0;0;0;0
20210207:1710;0;0;0;0;0;0
20210207:1810;0;0;0;0;0;0
20210207:1910;0;0;0;0;0;0
20210207:2010;0;0;0;0;0;0
20210207:2110;0;0;0;0;0;0
20210207:2210;0;0;0;0;0;0
20210207:2310;0;0;0;0;0;0
20210208:0010;0;0;0;0;0;0
20210208:0110;0;0;0;0;0;0
20210208:0210;0;0;0;0;0;0
20210208:0310;0;0;0;0;0;0
20210208:0410;0;0;0;0;0;0
20210208:0510;0;0;0;0;0;0
20210208:0610;0;0;0;0;0;0
20210208:0710;0;0;0;0;0;0
20210208:0810;45.2;44.14;41.23;29.22;35.55;36.68
20210208:0910;45.51;45.51;45.51;42.24;45.51;43.875
20210208:1010;47.92;47.92;47.92;47.92;47.92;47.92
20210208:1110;25.13;25.13;25.13;25.13;25.13;25.13
20210208:1210;25.96;25.96;25.96;25.96;25.96;25.96
20210208:1310;16.08;16.08;16.08;16.08;16.08;16.08
20210208:1410;18.38;16.89;18.38;18.38;18.38;17.635
20210208:1510;31.06;28.72;31.06;31.06;31.06;29.89
20210208:1610;0.04;0;0.04;0.04;0.04;0.02
20210208:1710;0;0;0;0;0;0
20210208:1810;0;0;0;0;0;0
20210208:1910;0;0;0;0;0;0
20210208:2010;0;0;0;0;0;0
20210208:2110;0;0;0;0;0;0
20210208:2210;0;0;0;0;0;0
20210208:2310;0;0;0;0;0;0
20210209:0010;0;0;0;0;0;0
20210209:0110;0;0;0;0;0;0
20210209:0210;0;0;0;0;0;0
20210209:0310;0;0;0;0;0;0
20210209:0410;0;0;0;0;0;0
20210209:0510;0;0;0;0;0;0
20210209:0610;0;0;0;0;0;0
20210209:0710;0;0;0;0;0;0
20210209:0810;231;216.95;175.38;36.39;94.81;126.67
20210209:0910;359.96;293.14;316.88;83.03;240.09;188.085
20210209:1010;520.01;363.82;492.32;95.78;416.96;229.8
20210209:1110;547.46;326.32;550.58;205.47;504.89;265.895
20210209:1210;657.14;257.72;703.69;339.47;683.68;298.595
20210209:1310;496.86;121.18;570.52;381.25;589.04;251.215
20210209:1410;451.66;36.47;594.09;490.84;663.09;263.655
20210209:1510;225.75;25.84;394.86;434.4;498.71;230.12
20210209:1610;5.67;4.7;8.71;11.95;11.38;8.325
20210209:1710;0;0;0;0;0;0
20210209:1810;0;0;0;0;0;0
20210209:1910;0;0;0;0;0;0
20210209:2010;0;0;0;0;0;0
20210209:2110;0;0;0;0;0;0
20210209:2210;0;0;0;0;0;0
20210209:2310;0;0;0;0;0;0
20210210:0010;0;0;0;0;0;0
20210210:0110;0;0;0;0;0;0
20210210:0210;0;0;0;0;0;0
20210210:0310;0;0;0;0;0;0
20210210:0410;0;0;0;0;0;0
20210210:0510;0;0;0;0;0;0
20210210:0610;0;0;0;0;0;0
20210210:0710;0;0;0;0;0;0
20210210:0810;398.87;374.1;294.43;25.02;138.22;199.56
20210210:0910;568.74;450.61;491.86;54.38;351.68;252.495
20210210:1010;675.57;456.2;636.71;64.12;530.46;260.16
20210210:1110;407.13;275.14;408.98;205.32;380.96;240.23
20210210:1210;329.56;213.6;344.48;235.89;338.03;224.745
20210210:1310;183.58;143.02;192.35;170.56;194.62;156.79
20210210:1410;135.37;99.57;146.85;138.56;152.76;119.065
20210210:1510;113.95;60.63;158.18;169.38;187.02;115.005
20210210:1610;3.45;3.04;3.45;3.45;3.45;3.245
20210210:1710;0;0;0;0;0;0
20210210:1810;0;0;0;0;0;0
20210210:1910;0;0;0;0;0;0
20210210:2010;0;0;0;0;0;0
20210210:2110;0;0;0;0;0;0
20210210:2210;0;0;0;0;0;0
20210210:2310;0;0;0;0;0;0
20210211:0010;0;0;0;0;0;0
20210211:0110;0;0;0;0;0;0
20210211:0210;0;0;0;0;0;0
20210211:0310;0;0;0;0;0;0
20210211:0410;0;0;0;0;0;0
20210211:0510;0;0;0;0;0;0
20210211:0610;0;0;0;0;0;0
20210211:0710;0;0;0;0;0;0
20210211:0810;405.58;382.11;300.73;25.38;142.41;203.745
20210211:0910;598.51;476.03;517.82;44.68;369.26;260.355
20210211:1010;717.39;485.24;676.37;49.73;563.51;267.485
20210211:1110;646.21;371.04;649.75;213.94;593.49;292.49
20210211:1210;728.73;277.04;780.04;371.52;758.09;324.28
20210211:1310;580.41;108.76;669.57;440.38;692.07;274.57
20210211:1410;450.42;42.2;588.63;491.42;655.94;266.81
20210211:1510;238.34;26.2;412.56;456.06;519.01;241.13
20210211:1610;10.92;8.83;20.32;30.48;28.56;19.655
20210211:1710;0;0;0;0;0;0
20210211:1810;0;0;0;0;0;0
20210211:1910;0;0;0;0;0;0
20210211:2010;0;0;0;0;0;0
20210211:2110;0;0;0;0;0;0
20210211:2210;0;0;0;0;0;0
20210211:2310;0;0;0;0;0;0
20210212:0010;0;0;0;0;0;0
20210212:0110;0;0;0;0;0;0
20210212:0210;0;0;0;0;0;0
20210212:0310;0;0;0;0;0;0
20210212:0410;0;0;0;0;0;0
20210212:0510;0;0;0;0;0;0
20210212:0610;0;0;0;0;0;0
20210212:0710;0;0;0;0;0;0
20210212:0810;445.61;421.09;329.55;23.23;154.15;222.16
20210212:0910;648.37;515.69;559.68;38.49;396.9;277.09
20210212:1010;749.8;505.42;705.81;50.89;586.11;278.155
20210212:1110;669.72;383.67;673.3;221.32;614.19;302.495
20210212:1210;752.62;286.87;806.67;383.38;783.58;335.125
20210212:1310;641.07;104.88;743.05;482.76;769.02;293.82
20210212:1410;455.9;48.12;596.65;499.03;666.19;273.575
20210212:1510;234.91;31.72;403.02;447.02;507.47;239.37
20210212:1610;13.07;10.84;22.34;32.3;30.36;21.57
20210212:1710;0;0;0;0;0;0
20210212:1810;0;0;0;0;0;0
20210212:1910;0;0;0;0;0;0
20210212:2010;0;0;0;0;0;0
20210212:2110;0;0;0;0;0;0
20210212:2210;0;0;0;0;0;0
20210212:2310;0;0;0;0;0;0
20210213:0010;0;0;0;0;0;0
20210213:0110;0;0;0;0;0;0
20210213:0210;0;0;0;0;0;0
20210213:0310;0;0;0;0;0;0
20210213:0410;0;0;0;0;0;0
20210213:0510;0;0;0;0;0;0
20210213:0610;0;0;0;0;0;0
20210213:0710;0;0;0;0;0;0
20210213:0810;491.88;466.35;363.36;21;168.45;243.675
20210213:0910;674.34;538.83;582.48;37.66;413.82;288.245
20210213:1010;774.62;525.58;729.47;51.33;606.82;288.455
20210213:1110;752.37;421.58;756.31;228.14;688.65;324.86
20210213:1210;764.03;295.4;818.24;393.15;795.17;344.275
20210213:1310;660.03;108.36;764.07;499.48;790.71;303.92
20210213:1410;485.21;39.81;635.27;533.09;709.17;286.45
20210213:1510;252.13;29.12;433;481.7;544.55;255.41
20210213:1610;24.75;8.8;146.49;272.91;248.17;140.855
20210213:1710;0;0;0;0;0;0
20210213:1810;0;0;0;0;0;0
20210213:1910;0;0;0;0;0;0
20210213:2010;0;0;0;0;0;0
20210213:2110;0;0;0;0;0;0
20210213:2210;0;0;0;0;0;0
20210213:2310;0;0;0;0;0;0
20210214:0010;0;0;0;0;0;0
20210214:0110;0;0;0;0;0;0
20210214:0210;0;0;0;0;0;0
20210214:0310;0;0;0;0;0;0
20210214:0410;0;0;0;0;0;0
20210214:0510;0;0;0;0;0;0
20210214:0610;0;0;0;0;0;0
20210214:0710;0;0;0;0;0;0
20210214:0810;467.45;444.56;345.13;22.82;161.87;233.69
20210214:0910;644.56;516.29;556.22;40.12;395.68;278.205
20210214:1010;715.69;488.96;673.77;62.44;561.28;275.7
20210214:1110;717.5;405.94;721.11;224.31;656.86;315.125
20210214:1210;757.03;292.15;810.93;389.49;788.09;340.82
20210214:1310;604.5;115.38;698.78;461.88;723.23;288.63
20210214:1410;449.93;48.34;587;495.18;655.2;271.76
20210214:1510;238.11;31.61;406.48;453.87;511.79;242.74
20210214:1610;23.87;13.13;102.99;187.88;170.51;100.505
20210214:1710;0;0;0;0;0;0
20210214:1810;0;0;0;0;0;0
20210214:1910;0;0;0;0;0;0
20210214:2010;0;0;0;0;0;0
20210214:2110;0;0;0;0;0;0
20210214:2210;0;0;0;0;0;0
20210214:2310;0;0;0;0;0;0
20210215:0010;0;0;0;0;0;0
20210215:0110;0;0;0;0;0;0
20210215:0210;0;0;0;0;0;0
20210215:0310;0;0;0;0;0;0
20210215:0410;0;0;0;0;0;0
20210215:0510;0;0;0;0;0;0
20210215:0610;0;0;0;0;0;0
20210215:0710;0;0;0;0;0;0
20210215:0810;23.35;23.35;23.35;21.52;23.35;22.435
20210215:0910;55.74;55.74;55.74;51.83;55.74;53.785
20210215:1010;38.24;38.24;38.24;38.24;38.24;38.24
20210215:1110;62.15;62.15;62.15;62.15;62.15;62.15
20210215:1210;376.29;228.8;395.22;257.84;387.18;243.32
20210215:1310;140.53;126.44;143.6;136.2;144.43;131.32
20210215:1410;81.36;74.33;81.99;81.57;82.32;77.95
20210215:1510;24.37;22.47;24.37;24.37;24.37;23.42
20210215:1610;23.73;12.26;106.51;195.61;176.85;103.935
20210215:1710;0;0;0;0;0;0
20210215:1810;0;0;0;0;0;0
20210215:1910;0;0;0;0;0;0
20210215:2010;0;0;0;0;0;0
20210215:2110;0;0;0;0;0;0
20210215:2210;0;0;0;0;0;0
20210215:2310;0;0;0;0;0;0
20210216:0010;0;0;0;0;0;0
20210216:0110;0;0;0;0;0;0
20210216:0210;0;0;0;0;0;0
20210216:0310;0;0;0;0;0;0
20210216:0410;0;0;0;0;0;0
20210216:0510;0;0;0;0;0;0
20210216:0610;0;0;0;0;0;0
20210216:0710;1.23;1.23;1.23;1;1.23;1.115
20210216:0810;248.58;239.1;191.31;44.8;109.04;141.95
20210216:0910;605.42;488.85;522.79;36.96;373.38;262.905
20210216:1010;349.99;272.08;334.8;134.74;295.53;203.41
20210216:1110;534.41;330.96;536.69;216.06;493.48;273.51
20210216:1210;489.27;249.56;519.2;297.96;506.6;273.76
20210216:1310;383.16;154.63;430.68;315.21;443.43;234.92
20210216:1410;156.01;106.42;172.37;161.71;180.97;134.065
20210216:1510;100.86;64.32;128.44;137.12;146.73;100.72
20210216:1610;31.69;11.35;140.75;256.22;231.37;133.785
20210216:1710;0;0;0;0;0;0
20210216:1810;0;0;0;0;0;0
20210216:1910;0;0;0;0;0;0
20210216:2010;0;0;0;0;0;0
20210216:2110;0;0;0;0;0;0
20210216:2210;0;0;0;0;0;0
20210216:2310;0;0;0;0;0;0
20210217:0010;0;0;0;0;0;0
20210217:0110;0;0;0;0;0;0
20210217:0210;0;0;0;0;0;0
20210217:0310;0;0;0;0;0;0
20210217:0410;0;0;0;0;0;0
20210217:0510;0;0;0;0;0;0
20210217:0610;0;0;0;0;0;0
20210217:0710;0;0;0;0;0;0
20210217:0810;63.12;62.3;57.85;41.6;50.44;51.95
20210217:0910;166.39;151.93;155.91;95.79;138.06;123.86
20210217:1010;182.43;164.93;178.95;134.7;170.07;149.815
20210217:1110;269.51;216.42;270.11;187.88;258.45;202.15
20210217:1210;179.29;159.8;181.86;163.63;180.78;161.715
20210217:1310;307.24;165.36;337.52;264.94;345.77;215.15
20210217:1410;368.91;79.01;470.37;406.04;522.22;242.525
20210217:1510;171.31;60.26;261.27;290.03;319.65;175.145
20210217:1610;26.17;18.05;61.2;99.82;91.1;58.935
20210217:1710;0;0;0;0;0;0
20210217:1810;0;0;0;0;0;0
20210217:1910;0;0;0;0;0;0
20210217:2010;0;0;0;0;0;0
20210217:2110;0;0;0;0;0;0
20210217:2210;0;0;0;0;0;0
20210217:2310;0;0;0;0;0;0
20210218:0010;0;0;0;0;0;0
20210218:0110;0;0;0;0;0;0
20210218:0210;0;0;0;0;0;0
20210218:0310;0;0;0;0;0;0
20210218:0410;0;0;0;0;0;0
20210218:0510;0;0;0;0;0;0
20210218:0610;0;0;0;0;0;0
20210218:0710;0;0;0;0;0;0
20210218:0810;273.88;264.87;210.27;46.27;118.94;155.57
20210218:0910;245.48;215.08;223.14;101.16;184.98;158.12
20210218:1010;286.08;235.21;275.91;145.22;249.97;190.215
20210218:1110;277.19;221.25;277.8;191.02;265.5;206.135
20210218:1210;144.51;137.88;145.39;139.19;145.02;138.535
20210218:1310;26.73;26.73;26.73;26.73;26.73;26.73
20210218:1410;37.59;34.83;37.59;37.59;37.59;36.21
20210218:1510;66.42;55.78;71.88;73.72;75.52;64.75
20210218:1610;3.12;2.73;3.12;3.12;3.12;2.925
20210218:1710;0;0;0;0;0;0
20210218:1810;0;0;0;0;0;0
20210218:1910;0;0;0;0;0;0
20210218:2010;0;0;0;0;0;0
20210218:2110;0;0;0;0;0;0
20210218:2210;0;0;0;0;0;0
20210218:2310;0;0;0;0;0;0
20210219:0010;0;0;0;0;0;0
20210219:0110;0;0;0;0;0;0
20210219:0210;0;0;0;0;0;0
20210219:0310;0;0;0;0;0;0
20210219:0410;0;0;0;0;0;0
20210219:0510;0;0;0;0;0;0
20210219:0610;0;0;0;0;0;0
20210219:0710;0.39;0.39;0.39;0.23;0.39;0.31
20210219:0810;260.58;253.01;202.24;50.53;118.52;151.77
20210219:0910;593.01;486.07;513.84;47.14;372.05;266.605
20210219:1010;515.11;378.34;488.04;119.42;418.07;248.88
20210219:1110;352.62;261.43;353.58;211.32;333.63;236.375
20210219:1210;306.75;217.76;318.39;235.63;313.58;226.695
20210219:1310;446.34;159.26;504.98;364.78;521.07;262.02
20210219:1410;325.64;99.72;405.15;356.81;446.4;228.265
20210219:1510;193.69;56.73;302.56;339.45;372.78;198.09
20210219:1610;36.43;15.23;140.65;253.15;226.81;134.19
20210219:1710;0;0;0;0;0;0
20210219:1810;0;0;0;0;0;0
20210219:1910;0;0;0;0;0;0
20210219:2010;0;0;0;0;0;0
20210219:2110;0;0;0;0;0;0
20210219:2210;0;0;0;0;0;0
20210219:2310;0;0;0;0;0;0
20210220:0010;0;0;0;0;0;0
20210220:0110;0;0;0;0;0;0
20210220:0210;0;0;0;0;0;0
20210220:0310;0;0;0;0;0;0
20210220:0410;0;0;0;0;0;0
20210220:0510;0;0;0;0;0;0
20210220:0610;0;0;0;0;0;0
20210220:0710;10.27;11.82;7.41;4.35;4.81;8.085
20210220:0810;397.26;385.66;298.1;33.03;152.15;209.345
