time;SSE;E;S;W;SSW;EW
20210910:2310;0;0;0;0;0;0
20210911:0010;0;0;0;0;0;0
20210911:0110;0;0;0;0;0;0
20210911:0210;0;0;0;0;0;0
20210911:0310;0;0;0;0;0;0
20210911:0410;0;0;0;0;0;0
20210911:0510;0;0;0;0;0;0
20210911:0610;69.93;97.97;46.83;34.72;34.72;66.345
20210911:0710;223.15;259.82;174.69;92.25;117.52;176.035
20210911:0810;343.92;351.57;300.06;144.55;240.55;248.06
20210911:0910;298.33;286.15;285.55;203.94;265.22;245.045
20210911:1010;161.81;161.4;161.72;160.66;161.51;161.03
20210911:1110;128.1;128.1;128.1;128.1;128.1;128.1
20210911:1210;81.22;81.22;81.22;81.22;81.22;81.22
20210911:1310;224.3;207.83;228.74;224.16;230.85;215.995
20210911:1410;189.07;170.35;195.81;197.6;200.31;183.975
20210911:1510;100.23;92.31;101.44;102.69;102.37;97.5
20210911:1610;78.13;71.38;89.36;108.49;99.59;89.935
20210911:1710;12.05;12.05;13.17;13.17;13.17;12.61
20210911:1810;0;0;0;0;0;0
20210911:1910;0;0;0;0;0;0
20210911:2010;0;0;0;0;0;0
20210911:2110;0;0;0;0;0;0
20210911:2210;0;0;0;0;0;0
20210911:2310;0;0;0;0;0;0
20210912:0010;0;0;0;0;0;0
20210912:0110;0;0;0;0;0;0
20210912:0210;0;0;0;0;0;0
20210912:0310;0;0;0;0;0;0
20210912:0410;0;0;0;0;0;0
20210912:0510;0;0;0;0;0;0
20210912:0610;79.69;115.35;49.99;35.16;35.16;75.255
20210912:0710;232.36;270.83;180.45;91.93;118.72;181.38
20210912:0810;424.68;434.58;360.8;129.71;272.02;282.145
20210912:0910;637.26;577.42;576.51;134.43;474.85;355.925
20210912:1010;586.56;487.64;566.41;292.29;515.11;389.965
20210912:1110;719.93;508.47;728.23;428.22;692.7;468.345
20210912:1210;628.22;385.8;667.2;498.69;667.63;442.245
20210912:1310;266.2;231.02;275.62;265.84;280.07;248.43
20210912:1410;244.42;186.24;265.14;270.45;278.82;228.345
20210912:1510;86.67;80.93;86.67;86.67;86.67;83.8
20210912:1610;86.22;77.2;114.81;163.1;140.78;120.15
20210912:1710;22.41;22.41;32.27;126.04;72.01;74.225
20210912:1810;0;0;0;0;0;0
20210912:1910;0;0;0;0;0;0
20210912:2010;0;0;0;0;0;0
20210912:2110;0;0;0;0;0;0
20210912:2210;0;0;0;0;0;0
20210912:2310;0;0;0;0;0;0
20210913:0010;0;0;0;0;0;0
20210913:0110;0;0;0;0;0;0
20210913:0210;0;0;0;0;0;0
20210913:0310;0;0;0;0;0;0
20210913:0410;0;0;0;0;0;0
20210913:0510;0;0;0;0;0;0
20210913:0610;96.44;146.71;54.01;34.05;34.05;90.38
20210913:0710;179.01;202.33;147.34;91.28;109.98;146.805
20210913:0810;426.55;435.45;361.79;125.44;271.17;280.445
20210913:0910;645.98;583.63;584.79;115.99;480.19;349.81
20210913:1010;682.66;551.22;657.08;278.54;590.03;414.88
20210913:1110;638.52;463.57;645.7;399.79;616.33;431.68
20210913:1210;472.2;337.55;494.98;399.12;495.29;368.335
20210913:1310;292.46;237.77;306.99;291.83;313.84;264.8
20210913:1410;382.65;129.07;466.6;486.89;519.81;307.98
20210913:1510;236.33;104.39;341.06;441.49;417.4;272.94
20210913:1610;80.48;72.66;102.84;140.7;123.24;106.68
20210913:1710;14.44;14.44;16.17;21.05;18.25;17.745
20210913:1810;0;0;0;0;0;0
20210913:1910;0;0;0;0;0;0
20210913:2010;0;0;0;0;0;0
20210913:2110;0;0;0;0;0;0
20210913:2210;0;0;0;0;0;0
20210913:2310;0;0;0;0;0;0
20210914:0010;0;0;0;0;0;0
20210914:0110;0;0;0;0;0;0
20210914:0210;0;0;0;0;0;0
20210914:0310;0;0;0;0;0;0
20210914:0410;0;0;0;0;0;0
20210914:0510;0;0;0;0;0;0
20210914:0610;126.61;203.85;60.15;30.64;30.64;117.245
20210914:0710;376.28;457.15;259.27;56.46;114.25;256.805
20210914:0810;543.35;554.68;447.19;72.95;308;313.815
20210914:0910;467.28;428.54;430.48;174.87;369.72;301.705
20210914:1010;303.37;280.62;298.87;240.27;287.37;260.445
20210914:1110;567.03;422.56;573.31;372.81;548.76;397.685
20210914:1210;68.22;68.22;68.22;68.22;68.22;68.22
20210914:1310;92.03;92.03;92.03;92.03;92.03;92.03
20210914:1410;126.48;124.32;127.26;127.45;127.78;125.885
20210914:1510;90.27;83.65;90.89;91.52;91.37;87.585
20210914:1610;80.69;71.81;115.62;174.47;147.5;123.14
20210914:1710;15.62;15.62;18.35;34.68;25.24;25.15
20210914:1810;0;0;0;0;0;0
20210914:1910;0;0;0;0;0;0
20210914:2010;0;0;0;0;0;0
20210914:2110;0;0;0;0;0;0
20210914:2210;0;0;0;0;0;0
20210914:2310;0;0;0;0;0;0
20210915:0010;0;0;0;0;0;0
20210915:0110;0;0;0;0;0;0
20210915:0210;0;0;0;0;0;0
20210915:0310;0;0;0;0;0;0
20210915:0410;0;0;0;0;0;0
20210915:0510;0;0;0;0;0;0
20210915:0610;32.63;38.85;27.32;23.14;23.14;30.995
20210915:0710;39.13;39.13;39.13;36.28;39.13;37.705
20210915:0810;27.2;27.2;27.2;25.13;27.2;26.165
20210915:0910;87.24;87.24;87.24;87.24;87.24;87.24
20210915:1010;56.89;56.89;56.89;56.89;56.89;56.89
20210915:1110;70.1;70.1;70.1;70.1;70.1;70.1
20210915:1210;32.9;32.9;32.9;32.9;32.9;32.9
20210915:1310;219.11;199.91;224.26;218.83;226.68;209.37
20210915:1410;59.42;59.42;59.42;59.42;59.42;59.42
20210915:1510;73.82;68.83;73.82;73.82;73.82;71.325
20210915:1610;27.78;25.67;27.78;27.78;27.78;26.725
20210915:1710;11.41;11.41;13.35;24.18;17.91;17.795
20210915:1810;0;0;0;0;0;0
20210915:1910;0;0;0;0;0;0
20210915:2010;0;0;0;0;0;0
20210915:2110;0;0;0;0;0;0
20210915:2210;0;0;0;0;0;0
20210915:2310;0;0;0;0;0;0
20210916:0010;0;0;0;0;0;0
20210916:0110;0;0;0;0;0;0
20210916:0210;0;0;0;0;0;0
20210916:0310;0;0;0;0;0;0
20210916:0410;0;0;0;0;0;0
20210916:0510;0;0;0;0;0;0
20210916:0610;30.38;34.67;26.68;23.16;23.16;28.915
20210916:0710;61.16;61.72;60.37;54.98;59.43;58.35
20210916:0810;101.29;101.33;100.86;92.92;100.29;97.125
20210916:0910;249.49;240.64;241.59;189.42;228.74;215.03
20210916:1010;110.48;110.48;110.48;110.48;110.48;110.48
20210916:1110;591.57;435.31;598.75;383.89;572.88;409.6
20210916:1210;514.39;345.92;542.84;424.01;543.39;384.965
20210916:1310;422.37;252.05;465.73;419.77;485.81;335.91
20210916:1410;134.07;131.8;134.89;135.08;135.44;133.44
20210916:1510;159.23;123.39;185.02;210.61;204.68;167
20210916:1610;78.64;69.11;129.49;214.33;175.9;141.72
20210916:1710;13.32;13.32;15.76;40.41;26.07;26.865
20210916:1810;0;0;0;0;0;0
20210916:1910;0;0;0;0;0;0
20210916:2010;0;0;0;0;0;0
20210916:2110;0;0;0;0;0;0
20210916:2210;0;0;0;0;0;0
20210916:2310;0;0;0;0;0;0
20210917:0010;0;0;0;0;0;0
20210917:0110;0;0;0;0;0;0
20210917:0210;0;0;0;0;0;0
20210917:0310;0;0;0;0;0;0
20210917:0410;0;0;0;0;0;0
20210917:0510;0;0;0;0;0;0
20210917:0610;102.71;160.86;51.85;28.6;28.6;94.73
20210917:0710;363.46;435.79;253;59.97;114.68;247.88
20210917:0810;548.27;554.41;452.74;71.24;311.64;312.825
20210917:0910;650.03;579.51;589.25;102.38;482.76;340.945
20210917:1010;701.63;555.92;676.3;266.57;606.21;411.245
20210917:1110;593.43;432.23;600.93;379.64;574.88;405.935
20210917:1210;583.26;355.75;620.07;463.62;620.85;409.685
20210917:1310;184.66;176.87;186.75;184.53;187.73;180.7
20210917:1410;163.37;151.74;167.61;168.55;170.41;160.145
20210917:1510;103.54;94.05;106.24;108.92;108.31;101.485
20210917:1610;74.68;67.33;105.23;156.67;133.35;112
20210917:1710;13.27;13.27;16.34;56.57;33.08;34.92
20210917:1810;0;0;0;0;0;0
20210917:1910;0;0;0;0;0;0
20210917:2010;0;0;0;0;0;0
20210917:2110;0;0;0;0;0;0
20210917:2210;0;0;0;0;0;0
20210917:2310;0;0;0;0;0;0
20210918:0010;0;0;0;0;0;0
20210918:0110;0;0;0;0;0;0
20210918:0210;0;0;0;0;0;0
20210918:0310;0;0;0;0;0;0
20210918:0410;0;0;0;0;0;0
20210918:0510;0;0;0;0;0;0
20210918:0610;116.62;187.21;53.84;25.79;25.79;106.5
20210918:0710;352.83;421.16;246.59;60.51;113.21;240.835
20210918:0810;523.37;527.49;434.14;77.57;301.85;302.53
20210918:0910;623.12;554.94;566.15;106.05;465.83;330.495
20210918:1010;693.83;547.25;668.96;262.86;599.41;405.055
20210918:1110;660.74;460.2;670.09;394.78;638.69;427.49
20210918:1210;472.75;324.07;497.81;393.6;498.39;358.835
20210918:1310;387.5;239.13;425.04;384.85;442.34;311.99
20210918:1410;313.35;146.72;370.91;382.92;407.64;264.82
20210918:1510;215.4;101.43;313.08;403.99;384.16;252.71
20210918:1610;72.62;64.68;116.85;190.9;157.57;127.79
20210918:1710;10.17;10.17;11.77;24.69;17.18;17.43
20210918:1810;0;0;0;0;0;0
20210918:1910;0;0;0;0;0;0
20210918:2010;0;0;0;0;0;0
20210918:2110;0;0;0;0;0;0
20210918:2210;0;0;0;0;0;0
20210918:2310;0;0;0;0;0;0
20210919:0010;0;0;0;0;0;0
20210919:0110;0;0;0;0;0;0
20210919:0210;0;0;0;0;0;0
20210919:0310;0;0;0;0;0;0
20210919:0410;0;0;0;0;0;0
20210919:0510;0;0;0;0;0;0
20210919:0610;55.06;77.37;35.52;25.23;25.23;51.3
20210919:0710;308.6;364.71;221.38;71.59;113.95;218.15
20210919:0810;451.42;453.48;379.5;111.51;276.47;282.495
20210919:0910;582.69;518.63;530.67;133.56;440.76;326.095
20210919:1010;645.82;512.8;623.51;269.69;561.07;391.245
20210919:1110;581.85;422.11;589.73;373.11;564.31;397.61
20210919:1210;595.4;351.16;634.76;468.04;635.74;409.6
20210919:1310;459.6;231.65;515.06;455.37;540.26;343.51
20210919:1410;338.2;131.1;408.61;422.69;453;276.895
20210919:1510;218.77;95.52;325.54;423.41;402.58;259.465
20210919:1610;67.97;57.79;151.58;288.19;227.7;172.99
20210919:1710;10.84;10.84;14.73;84.27;43.49;47.555
20210919:1810;0;0;0;0;0;0
20210919:1910;0;0;0;0;0;0
20210919:2010;0;0;0;0;0;0
20210919:2110;0;0;0;0;0;0
20210919:2210;0;0;0;0;0;0
20210919:2310;0;0;0;0;0;0
20210920:0010;0;0;0;0;0;0
20210920:0110;0;0;0;0;0;0
20210920:0210;0;0;0;0;0;0
20210920:0310;0;0;0;0;0;0
20210920:0410;0;0;0;0;0;0
20210920:0510;0;0;0;0;0;0
20210920:0610;0;0;0;0;0;0
20210920:0710;259.58;302.16;192.65;77.34;110.71;189.75
20210920:0810;498.85;499.67;415.7;95.17;294.1;297.42
20210920:0910;654.95;577.04;593.62;101.26;485.38;339.15
20210920:1010;667.06;525.49;643.99;268.81;578.47;397.15
20210920:1110;705.45;478.22;716.56;407.71;681.83;442.965
20210920:1210;659.11;362.65;705.9;506.31;707.15;434.48
20210920:1310;562.6;209.88;644.48;555.84;681.07;382.86
20210920:1410;311.47;150.45;368.21;379.29;404.51;264.87
20210920:1510;215.7;102.76;316.37;409.57;390.04;256.165
20210920:1610;63.18;52.2;167.02;336.55;261.94;194.375
20210920:1710;8.63;8.63;10.47;33.58;20;21.105
20210920:1810;0;0;0;0;0;0
20210920:1910;0;0;0;0;0;0
20210920:2010;0;0;0;0;0;0
20210920:2110;0;0;0;0;0;0
20210920:2210;0;0;0;0;0;0
20210920:2310;0;0;0;0;0;0
20210921:0010;0;0;0;0;0;0
20210921:0110;0;0;0;0;0;0
20210921:0210;0;0;0;0;0;0
20210921:0310;0;0;0;0;0;0
20210921:0410;0;0;0;0;0;0
20210921:0510;0;0;0;0;0;0
20210921:0610;42.23;57.37;28.75;21.23;21.23;39.3
20210921:0710;176.27;197.74;142.49;82.54;101.9;140.14
20210921:0810;213.23;213.08;197.18;134.31;174.99;173.695
20210921:0910;655.67;575.9;594.67;104.77;486.75;340.335
20210921:1010;669.71;525.79;646.86;269.42;581.13;397.605
20210921:1110;675.03;463.31;685.68;399.78;653.51;431.545
20210921:1210;605.97;352.1;647.13;474.17;648.31;413.135
20210921:1310;392.77;237.25;432.15;389.37;450.22;313.31
20210921:1410;332.23;135.65;400.5;413.25;443.68;274.45
20210921:1510;192.52;113.29;263.21;329.03;315.48;221.16
20210921:1610;65.53;57.35;139.84;262.67;208.49;160.01
20210921:1710;6.88;6.88;8.93;42.38;22.55;24.63
20210921:1810;0;0;0;0;0;0
20210921:1910;0;0;0;0;0;0
20210921:2010;0;0;0;0;0;0
20210921:2110;0;0;0;0;0;0
20210921:2210;0;0;0;0;0;0
20210921:2310;0;0;0;0;0;0
20210922:0010;0;0;0;0;0;0
20210922:0110;0;0;0;0;0;0
20210922:0210;0;0;0;0;0;0
20210922:0310;0;0;0;0;0;0
20210922:0410;0;0;0;0;0;0
20210922:0510;0;0;0;0;0;0
20210922:0610;58.88;86.04;34.48;22.32;22.32;54.18
20210922:0710;332.99;391.74;235.02;63.68;111.93;227.71
20210922:0810;288.77;287.86;256.36;135.95;210.77;211.905
20210922:0910;545.73;483.95;499.76;139.35;418.98;311.65
20210922:1010;678.75;530.04;656.08;258.68;589.32;394.36
20210922:1110;675.31;459.13;686.19;394.51;654.32;426.82
20210922:1210;595.69;342.01;635.79;465.68;637;403.845
20210922:1310;503.34;209.88;571.4;496.98;601.7;353.43
20210922:1410;372.02;93.17;464.5;480.76;521.2;286.965
20210922:1510;198.42;101.63;286.26;365.78;349.94;233.705
20210922:1610;62.63;55.74;124.46;226.99;181.89;141.365
20210922:1710;5.67;5.67;6.96;23.89;13.86;14.78
20210922:1810;0;0;0;0;0;0
20210922:1910;0;0;0;0;0;0
20210922:2010;0;0;0;0;0;0
20210922:2110;0;0;0;0;0;0
20210922:2210;0;0;0;0;0;0
20210922:2310;0;0;0;0;0;0
20210923:0010;0;0;0;0;0;0
20210923:0110;0;0;0;0;0;0
20210923:0210;0;0;0;0;0;0
20210923:0310;0;0;0;0;0;0
20210923:0410;0;0;0;0;0;0
20210923:0510;0;0;0;0;0;0
20210923:0610;140.13;230.57;55.42;18.6;18.6;124.585
20210923:0710;388.78;460.52;265.61;47.93;109.14;254.225
20210923:0810;560.14;555.55;461.04;66.92;313.24;311.235
20210923:0910;664.05;576.91;601.08;92.19;488.86;334.55
20210923:1010;722.37;551.88;696.76;254.75;620.99;403.315
20210923:1110;727.23;475.87;740.46;404.51;703.01;440.19
20210923:1210;656.34;348.68;706.25;497.65;707.84;423.165
20210923:1310;564.4;192.88;652.34;555.74;691.73;374.31
20210923:1410;413.56;61.76;534.21;554.72;608.77;308.24
20210923:1510;198.72;97.9;293.19;379.41;362.55;238.655
20210923:1610;31.63;29.27;31.63;31.63;31.63;30.45
20210923:1710;2.61;2.61;3.3;11.36;6.55;6.985
20210923:1810;0;0;0;0;0;0
20210923:1910;0;0;0;0;0;0
20210923:2010;0;0;0;0;0;0
20210923:2110;0;0;0;0;0;0
20210923:2210;0;0;0;0;0;0
20210923:2310;0;0;0;0;0;0
20210924:0010;0;0;0;0;0;0
20210924:0110;0;0;0;0;0;0
20210924:0210;0;0;0;0;0;0
20210924:0310;0;0;0;0;0;0
20210924:0410;0;0;0;0;0;0
20210924:0510;0;0;0;0;0;0
20210924:0610;16.57;18.87;14.44;12.35;12.35;15.61
20210924:0710;94.73;100.37;85.35;65.4;74.08;82.885
20210924:0810;140.1;139.75;134.92;109.72;127.7;124.735
20210924:0910;73.05;73.05;73.05;73.05;73.05;73.05
20210924:1010;145.35;144.82;145.27;144.03;145.03;144.425
20210924:1110;220.44;210.34;221.03;207.8;219.42;209.07
20210924:1210;375.98;282.14;392.47;326.19;393.03;304.165
20210924:1310;378.92;221.84;419;374.83;437.36;298.335
20210924:1410;232.42;154.68;261.16;266;279.7;210.34
20210924:1510;125.75;101.71;143.53;160.17;156.96;130.94
20210924:1610;48.79;44.92;59.41;77.52;69.52;61.22
20210924:1710;1.27;1.27;1.52;1.52;1.52;1.395
20210924:1810;0;0;0;0;0;0
20210924:1910;0;0;0;0;0;0
20210924:2010;0;0;0;0;0;0
20210924:2110;0;0;0;0;0;0
20210924:2210;0;0;0;0;0;0
20210924:2310;0;0;0;0;0;0
20210925:0010;0;0;0;0;0;0
20210925:0110;0;0;0;0;0;0
20210925:0210;0;0;0;0;0;0
20210925:0310;0;0;0;0;0;0
20210925:0410;0;0;0;0;0;0
20210925:0510;0;0;0;0;0;0
20210925:0610;101.42;162.67;43.94;18.35;18.35;90.51
20210925:0710;359.18;422.04;246.98;49.12;104.52;235.58
20210925:0810;535.03;527.18;441.81;68.1;301.52;297.64
20210925:0910;648.65;560.58;588.52;80.79;479.09;320.685
20210925:1010;683.02;522.04;660.32;242.84;590.81;382.44
20210925:1110;643.97;431.92;655.38;373.99;624.91;402.955
20210925:1210;620.3;327.29;665.8;472.56;667.38;399.925
20210925:1310;538.4;174.49;620.6;529.29;656.72;351.89
20210925:1410;404.75;42.39;525.27;543.71;597.57;293.05
20210925:1510;150.16;103.59;192.04;230.4;223.24;166.995
20210925:1610;48.3;42.11;139.75;289.6;225.2;165.855
20210925:1710;2.11;2.11;2.43;2.43;2.43;2.27
20210925:1810;0;0;0;0;0;0
20210925:1910;0;0;0;0;0;0
20210925:2010;0;0;0;0;0;0
20210925:2110;0;0;0;0;0;0
20210925:2210;0;0;0;0;0;0
20210925:2310;0;0;0;0;0;0
20210926:0010;0;0;0;0;0;0
20210926:0110;0;0;0;0;0;0
20210926:0210;0;0;0;0;0;0
20210926:0310;0;0;0;0;0;0
20210926:0410;0;0;0;0;0;0
20210926:0510;0;0;0;0;0;0
20210926:0610;107.2;174.65;43.28;15.38;15.38;95.015
20210926:0710;349.99;410.68;239.66;46.06;100.08;228.37
20210926:0810;437.44;429.97;366.15;97.81;262.11;263.89
20210926:0910;559.14;484.7;509.44;115.03;420.8;299.865
20210926:1010;58.28;58.28;58.28;58.28;58.28;58.28
20210926:1110;51.89;51.89;51.89;51.89;51.89;51.89
20210926:1210;84.76;84.76;84.76;84.76;84.76;84.76
20210926:1310;162.08;155.32;163.87;161.88;164.7;158.6
20210926:1410;174.32;144.14;185.75;187.51;193.13;165.825
20210926:1510;105.93;89.62;116.61;126.47;124.67;108.045
20210926:1610;27.76;25.65;27.76;27.76;27.76;26.705
20210926:1710;0;0;0;0;0;0
20210926:1810;0;0;0;0;0;0
20210926:1910;0;0;0;0;0;0
20210926:2010;0;0;0;0;0;0
20210926:2110;0;0;0;0;0;0
20210926:2210;0;0;0;0;0;0
20210926:2310;0;0;0;0;0;0
20210927:0010;0;0;0;0;0;0
20210927:0110;0;0;0;0;0;0
20210927:0210;0;0;0;0;0;0
20210927:0310;0;0;0;0;0;0
20210927:0410;0;0;0;0;0;0
20210927:0510;0;0;0;0;0;0
20210927:0610;12.58;14.95;10.33;8.58;8.58;11.765
20210927:0710;61.07;62.63;58.29;49.94;54.93;56.285
20210927:0810;166.43;165.19;156.62;115.22;142.83;140.205
20210927:0910;127.49;126.78;127.02;123.69;126.22;125.235
20210927:1010;192.44;186.65;191.62;178.34;189.13;182.495
20210927:1110;188.56;183.31;188.89;182.1;188.08;182.705
20210927:1210;142.78;141.87;142.94;142.3;142.95;142.085
20210927:1310;57.73;57.73;57.73;57.73;57.73;57.73
20210927:1410;53.91;53.91;53.91;53.91;53.91;53.91
20210927:1510;65.1;60.63;65.1;65.1;65.1;62.865
20210927:1610;25.33;23.38;25.33;25.33;25.33;24.355
20210927:1710;0;0;0;0;0;0
20210927:1810;0;0;0;0;0;0
20210927:1910;0;0;0;0;0;0
20210927:2010;0;0;0;0;0;0
20210927:2110;0;0;0;0;0;0
20210927:2210;0;0;0;0;0;0
20210927:2310;0;0;0;0;0;0
20210928:0010;0;0;0;0;0;0
20210928:0110;0;0;0;0;0;0
20210928:0210;0;0;0;0;0;0
20210928:0310;0;0;0;0;0;0
20210928:0410;0;0;0;0;0;0
20210928:0510;0;0;0;0;0;0
20210928:0610;138.46;231.62;46.9;12.6;12.6;122.11
20210928:0710;317.99;368.35;222.61;55.59;102.04;211.97
20210928:0810;444.92;434.68;373.52;99.5;267.69;267.09
20210928:0910;498.78;435.12;458.36;138.54;386;286.83
20210928:1010;610.19;469.53;591.49;248.48;532.59;359.005
20210928:1110;579.17;398.36;589.87;354.87;563.69;376.615
20210928:1210;395.13;281.15;415.04;335.42;415.83;308.285
20210928:1310;363.12;211.61;401.65;358.32;419.16;284.965
20210928:1410;265.71;148.3;313.49;320.07;343.78;234.185
20210928:1510;164.11;97.84;229.76;288.03;278.14;192.935
20210928:1610;43.62;39.53;130.79;276.56;214.44;158.045
20210928:1710;0;0;0;0;0;0
20210928:1810;0;0;0;0;0;0
20210928:1910;0;0;0;0;0;0
20210928:2010;0;0;0;0;0;0
20210928:2110;0;0;0;0;0;0
20210928:2210;0;0;0;0;0;0
20210928:2310;0;0;0;0;0;0
20210929:0010;0;0;0;0;0;0
20210929:0110;0;0;0;0;0;0
20210929:0210;0;0;0;0;0;0
20210929:0310;0;0;0;0;0;0
20210929:0410;0;0;0;0;0;0
20210929:0510;0;0;0;0;0;0
20210929:0610;0;0;0;0;0;0
20210929:0710;7.13;7.13;7.13;6.44;7.13;6.785
20210929:0810;58.98;58.98;58.98;54.88;58.98;56.93
20210929:0910;58.21;58.21;58.21;58.21;58.21;58.21
20210929:1010;110.07;110.07;110.07;110.07;110.07;110.07
20210929:1110;666.96;434.57;680.91;380.05;647.65;407.31
20210929:1210;550.67;315.96;590.59;429.3;592.21;372.63
20210929:1310;383.55;212.37;427.2;377.85;447.04;295.11
20210929:1410;338.66;129.27;425.58;436.79;479.84;283.03
20210929:1510;189.69;85;297.98;392;376.67;238.5
20210929:1610;35.21;30.86;158.2;363.62;277.04;197.24
20210929:1710;0;0;0;0;0;0
20210929:1810;0;0;0;0;0;0
20210929:1910;0;0;0;0;0;0
20210929:2010;0;0;0;0;0;0
20210929:2110;0;0;0;0;0;0
20210929:2210;0;0;0;0;0;0
20210929:2310;0;0;0;0;0;0
20210930:0010;0;0;0;0;0;0
20210930:0110;0;0;0;0;0;0
20210930:0210;0;0;0;0;0;0
20210930:0310;0;0;0;0;0;0
20210930:0410;0;0;0;0;0;0
20210930:0510;0;0;0;0;0;0
20210930:0610;6.74;6.74;6.74;6.07;6.07;6.405
20210930:0710;161.98;179.48;128.27;68.23;87.03;123.855
20210930:0810;426.92;414.59;359.62;104.52;260.22;259.555
20210930:0910;600.87;511.63;547.07;105.1;448.85;308.365
20210930:1010;388.34;327.61;380.44;241.94;355.32;284.775
20210930:1110;233.74;218.19;234.75;214.86;232.42;216.525
20210930:1210;210.32;197.1;212.71;203.35;212.81;200.225
20210930:1310;185.59;170.46;189.59;185.05;191.43;177.755
20210930:1410;104.47;96.55;104.99;105.05;105.32;100.8
20210930:1510;162.86;94.91;232.71;293.74;284.08;194.325
20210930:1610;43.24;40.18;66.22;106.03;88.91;73.105
20210930:1710;0;0;0;0;0;0
20210930:1810;0;0;0;0;0;0
20210930:1910;0;0;0;0;0;0
20210930:2010;0;0;0;0;0;0
20210930:2110;0;0;0;0;0;0
20210930:2210;0;0;0;0;0;0
20210930:2310;0;0;0;0;0;0
20211001:0010;0;0;0;0;0;0
20211001:0110;0;0;0;0;0;0
20211001:0210;0;0;0;0;0;0
20211001:0310;0;0;0;0;0;0
20211001:0410;0;0;0;0;0;0
20211001:0510;0;0;0;0;0;0
20211001:0610;16.98;22.88;11.29;8.25;8.25;15.565
20211001:0710;303.25;348.82;211.21;52.01;95.83;200.415
20211001:0810;521.73;503.19;430.02;72.41;292.11;287.8
20211001:0910;677.36;566.79;612.4;67.8;492.47;317.295
20211001:1010;656.78;487.92;635.93;236.52;567.54;362.22
20211001:1110;597.86;396.14;610.48;351.9;581.86;374.02
20211001:1210;248.23;217.16;253.81;231.88;254.06;224.52
20211001:1310;210.72;179.97;218.83;209.58;222.54;194.775
20211001:1410;100.73;93.04;101.25;101.31;101.59;97.175
20211001:1510;41.95;38.93;41.95;41.95;41.95;40.44
20211001:1610;19.62;18.05;19.62;19.62;19.62;18.835
20211001:1710;0;0;0;0;0;0
20211001:1810;0;0;0;0;0;0
20211001:1910;0;0;0;0;0;0
20211001:2010;0;0;0;0;0;0
20211001:2110;0;0;0;0;0;0
20211001:2210;0;0;0;0;0;0
20211001:2310;0;0;0;0;0;0
20211002:0010;0;0;0;0;0;0
20211002:0110;0;0;0;0;0;0
20211002:0210;0;0;0;0;0;0
20211002:0310;0;0;0;0;0;0
20211002:0410;0;0;0;0;0;0
20211002:0510;0;0;0;0;0;0
20211002:0610;0.33;0.33;0.33;0.18;0.18;0.255
20211002:0710;59.55;61.07;56.48;47.76;52.72;54.415
20211002:0810;103.55;103.09;101.55;88.29;98.69;95.69
20211002:0910;183.54;177.02;179.75;151.63;173.05;164.325
20211002:1010;48.61;48.61;48.61;48.61;48.61;48.61
20211002:1110;226.91;210.93;227.98;207.69;225.63;209.31
20211002:1210;365.03;261.96;383.24;311.26;384.04;286.61
20211002:1310;235.33;186.87;248.05;233.45;253.86;210.16
20211002:1410;135.22;116.52;140.18;140.72;143.35;128.62
20211002:1510;73.23;66.03;75.95;78.33;77.98;72.18
20211002:1610;13.27;12.14;13.27;13.27;13.27;12.705
20211002:1710;0;0;0;0;0;0
20211002:1810;0;0;0;0;0;0
20211002:1910;0;0;0;0;0;0
20211002:2010;0;0;0;0;0;0
20211002:2110;0;0;0;0;0;0
20211002:2210;0;0;0;0;0;0
20211002:2310;0;0;0;0;0;0
20211003:0010;0;0;0;0;0;0
20211003:0110;0;0;0;0;0;0
20211003:0210;0;0;0;0;0;0
20211003:0310;0;0;0;0;0;0
20211003:0410;0;0;0;0;0;0
20211003:0510;0;0;0;0;0;0
20211003:0610;0;0;0;0;0;0
20211003:0710;11.96;11.96;11.96;10.92;11.96;11.44
20211003:0810;34.92;34.92;34.92;32.34;34.92;33.63
20211003:0910;55.12;55.12;55.12;55.12;55.12;55.12
20211003:1010;40.86;40.86;40.86;40.86;40.86;40.86
20211003:1110;78.67;78.67;78.67;78.67;78.67;78.67
20211003:1210;71.23;71.23;71.23;71.23;71.23;71.23
20211003:1310;108.26;108.26;108.26;108.26;108.26;108.26
20211003:1410;67.68;63.07;67.68;67.68;67.68;65.375
20211003:1510;23.42;21.59;23.42;23.42;23.42;22.505
20211003:1610;16.3;14.95;16.3;16.3;16.3;15.625
20211003:1710;0;0;0;0;0;0
20211003:1810;0;0;0;0;0;0
20211003:1910;0;0;0;0;0;0
20211003:2010;0;0;0;0;0;0
20211003:2110;0;0;0;0;0;0
20211003:2210;0;0;0;0;0;0
20211003:2310;0;0;0;0;0;0
20211004:0010;0;0;0;0;0;0
20211004:0110;0;0;0;0;0;0
20211004:0210;0;0;0;0;0;0
20211004:0310;0;0;0;0;0;0
20211004:0410;0;0;0;0;0;0
20211004:0510;0;0;0;0;0;0
20211004:0610;0;0;0;0;0;0
20211004:0710;62.49;64.5;58.18;47.43;52.89;55.965
20211004:0810;156.13;153.59;146.58;105.93;132.81;129.76
20211004:0910;684.38;566;619.67;58.14;497.63;312.07
20211004:1010;775.89;553.73;751.04;218.7;664.79;386.215
20211004:1110;699.01;426.26;716.25;369.34;679.64;397.8
20211004:1210;587.45;295.92;635.86;439.56;638.06;367.74
